14810	0	0	1	1	0	1
14811	0	0	0	0	0	0
14812	1	1	1	1	0	0
14813	1	1	1	0.5	0	0.5
14816	1	1	1	0.5	0	0.5
14817	0	1	1	0	0	0
14818	1	1	0	0.5	0	0.5
14819	1	1	1	0	0	0.5
14821	0	0	1	0	0	0
14822	0	0	1	0	0	0
14823	0	0	0	1	0.5	1
14824	1	1	1	1	0.5	0.5
14826	0	0	1	0.5	1	0.5
14827	0	0	1	1	0	0
14828	1	0	1	0.5	1	0.5
14829	0	0	1	1	0	0.5
14831	0	0	1	0	0	0
14832	0	0	1	0	0	0
14833	0	0	1	0.5	0	0
14834	0	0	1	0	0	0
14837	0	0	0	0	0	0
14838	0	1	1	0	1	1
14839	0	0	0	0	1	1
14840	1	1	0	0	0.5	0
14841	0	0	0	0	1	1
14842	0	0	0	0.5	1	1
14844	0	0	0	0	0	0
14845	1	1	0	0	0.5	0.5
14846	1	1	1	0.5	0	1
14847	1	1	0	0.5	0.5	1
14849	1	1	0	1	1	1
14850	0	0	0	0	0	0
14851	1	1	0	0	0	0
14852	0	0	0	1	1	1
14853	0	1	0	1	1	1
14854	0	0	1	0	0	0
14857	1	1	1	1	0	1
14858	1	1	0	1	0	1
14859	1	1	0	1	1	1
14860	0	1	1	0.5	0	1
14861	1	1	1	0.5	0	1
14862	0	1	1	0	0.5	0
14863	0	0	1	0	0	0.5
14864	0	0	1	0	0	0
14865	0	0	1	0.5	0	1
14868	1	1	1	0	1	0.5
14869	0	0	1	0	1	1
14870	1	1	1	0.5	0.5	0.5
14871	1	1	0	0.5	0.5	0.5
14875	0	0	0	0	0.5	1
14876	0	0	1	0	1	1
14878	1	1	1	1	0	1
14879	1	1	1	1	1	0.5
14880	1	1	1	1	0.5	0.5
14881	1	1	0	1	0.5	1
14882	1	1	0	0.5	0.5	0.5
14883	1	1	1	0	0	0
14884	1	1	1	0.5	0	0
14885	1	0	1	0.5	0.5	0.5
14886	1	0	1	0.5	1	0.5
14887	1	1	0	0.5	0.5	1
14888	1	1	0	0.5	0.5	1
14889	0	1	0	0	0.5	0.5
14890	0	0	0	1	1	1
14891	1	0	1	0	1	1
14892	1	0	1	1	1	1
14893	1	1	1	1	0	1
14894	1	1	0	0	0.5	1
14895	1	1	0	0.5	0.5	1
14896	1	1	0	1	0	0.5
14897	1	1	1	0	0	0
14898	1	1	1	0.5	1	0.5
14899	1	1	1	1	1	1
14900	1	1	1	1	0.5	0.5
14901	1	1	0	1	0.5	1
14902	1	1	1	1	0	0.5
14903	1	1	0	0	0.5	1
14904	0	0	1	1	0	0.5
14905	1	1	0	0.5	0.5	0.5
14906	0	1	1	0.5	0	1
14907	0	0	1	0	0	0
14908	0	1	0	0.5	0	0
14909	1	1	0	0.5	0.5	0.5
14910	1	1	0	0	0.5	0
14911	0	0	0	1	0.5	0.5
14912	0	0	1	0	0	0
14914	0	0	1	1	0	0.5
14915	1	1	0	1	1	0.5
14916	0	0	1	0	0	0
14917	0	0	1	1	0	1
14918	1	1	1	1	0	0
14919	0	1	0	0	0.5	1
14920	1	1	1	0	0	0
14921	1	1	1	0	0	0.5
14922	1	1	1	0.5	0	0
14923	1	1	1	0.5	0	1
14924	0	0	1	0	0	0
14925	1	1	0	0.5	0.5	0
14926	1	1	1	0	0	0.5
14930	0	0	0	0.5	0	1
14935	1	1	0	0.5	0.5	0.5
14936	1	1	0	0	0	0
14937	0	0	0	0	0	0
14938	1	1	0	0	0	0
14941	0	0	0	0	0	0
14942	1	1	1	1	0.5	0.5
14943	1	1	0	0.5	0.5	0.5
14944	1	1	1	0.5	0	1
14945	0	1	1	0.5	0	0
14946	1	1	1	0.5	0	0
14947	1	1	0	0.5	1	0.5
14948	1	1	0	0	0	0
14949	1	1	1	0.5	1	0.5
14950	1	1	0	1	0.5	0.5
14951	1	1	1	0.5	0.5	0
14952	0	1	0	0.5	0.5	1
14953	1	1	0	0.5	0.5	1
14954	1	1	0	1	0	1
14955	0	0	1	0	0	0
14956	1	1	1	0	0	0
14957	1	1	1	0	0	0
14958	0	0	1	0	1	1
14960	0	0	1	0.5	0.5	1
14961	0	0	0	0.5	1	1
14962	1	1	0	0	1	1
14963	0	0	1	0	0	0
14964	1	1	0	0	0.5	0.5
14965	1	1	0	0	0	0
14966	1	1	0	0	0	0
14967	1	1	1	1	1	1
14968	1	1	1	0	1	0.5
14969	0	0	1	0	1	0.5
14970	1	1	0	0	0.5	0.5
14971	0	0	0	0	0	0
14972	0	0	1	0	1	1
14973	0	1	0	1	1	0.5
14974	1	1	1	1	0.5	0.5
14975	1	0	1	0.5	0.5	0.5
14976	1	1	1	0.5	0.5	0.5
14977	0	0	1	0	1	0
14978	0	1	0	0	0	0
14980	1	1	0	0	0	0
14981	1	1	0	0.5	1	1
14982	1	1	0	1	0.5	1
14983	1	1	0	1	0.5	1
14984	1	1	1	1	0.5	0.5
14985	1	1	1	0.5	1	0.5
14986	1	1	1	1	0.5	1
14987	1	0	1	0.5	0.5	0.5
14988	1	1	0	0	0	0
14989	1	1	0	0	1	1
