15419	0	0	0.852462679422062
15420	1.38629436111989	1.38629436111989	0.852462679422062
15428	0	0	0.852462679422062
15429	0.693147180559945	0.693147180559945	0.852462679422062
15432	1.09861228866811	1.09861228866811	0.850439007164727
15436	0	0	0.86598923172424
15438	0	0	0.86598923172424
15442	0	0	0.852462679422062
15443	0	0	0.840214958131744
15445	0	0	0.854225001807962
15446	0	0	0.840214958131744
15450	0.693147180559945	0.691339527745083	0.847727300959863
15458	0.693147180559945	0.693147180559945	0.854225001807962
15459	1.38629436111989	1.38629436111989	0.854492334893115
15460	0	0	0.854225001807962
15462	0	0	0.854225001807962
