14456	0	0	1	0	0	0
14458	0	0	1	0	0.5	0.5
14459	0	0	1	0.5	0	0.5
14460	0	0	1	1	1	0.5
14462	0	0	1	0	0	0
14467	0	0	0	0.5	0.5	1
14468	0	0	1	0	0.5	0.5
14469	0	0	1	0.5	0	1
14470	0	0	0	1	0.5	0.5
14471	0	0	0	0.5	0.5	0.5
14472	0	1	0	0.5	0.5	0.5
14474	0	0	0	0	0	0
14475	0	0	1	0	0.5	0.5
14476	0	0	0	1	0.5	1
14477	0	0	0	0.5	0.5	0.5
14482	0	0	0	0.5	0.5	0
14484	0	0	1	0	0	1
14485	0	0	0	1	1	0.5
14489	0	0	0	0	1	1
14490	0	0	1	1	1	0
14493	0	0	0	0	0	0
14496	0	0	1	1	0	0.5
14497	0	0	0	0	0	0
14498	0	0	1	0	0	0
14500	0	0	1	0	0.5	0.5
14501	0	0	1	0	0.5	0.5
14502	0	0	1	0.5	0	0.5
14503	0	0	0	0	0	0
14505	0	0	0	0.5	0.5	0.5
14506	0	0	1	0	0	0
14509	0	0	0	0.5	0.5	1
14520	0	0	1	0	0	0
14527	0	0	0	1	1	1
14529	0	0	1	0.5	0	1
14530	0	0	0	0	0	0
14533	0	1	1	0	0	0
14535	0	0	0	0	1	1
14536	0	0	0	0	0	0
14539	0	0	1	0	0	0
14543	0	0	1	0.5	0	1
14574	0	0	0	1	1	1
14575	0	0	1	0	0	0
14576	1	1	1	0	0	1
14580	0	0	0	0	0	0
14584	1	1	0	1	0.5	0.5
14587	0	0	0	0.5	1	1
14594	0	0	0	0	0	0
14601	0	0	0	0	0	0
14602	0	0	0	0	0	0
14605	0	0	0	0	0	0
14681	0	0	1	0.5	0	0
14702	0	0	1	0.5	0	0.5
14744	0	0	1	1	0	1
14814	0	0	1	0.5	0	0
14986	0	0	0	0	0.5	0
14987	1	0	1	0.5	1	0.5
14988	1	0	1	0.5	1	0.5
14989	1	0	1	0.5	0.5	0.5
14991	0	0	1	0.5	0.5	0
14992	0	0	1	0	0	0
14994	0	0	0	0	0	0
14998	0	0	1	0.5	0.5	0
14999	0	0	1	0.5	1	0.5
15000	1	0	1	0.5	0.5	0.5
15001	0	0	0	0.5	0.5	0.5
15002	0	0	1	1	0	1
15005	0	0	0	0	0	0
15016	0	0	0	0	0.5	0
15075	0	0	1	0	0	0
15086	0	0	1	1	0	0
15112	0	0	1	0	0	0
15118	0	0	1	0.5	0	1
15121	0	0	1	0	0	0
15136	0	0	1	0	0	0
15139	0	0	0	0	0	0
15158	0	0	1	1	0	0
15473	1	0	1	0.5	1	0.5
15476	0	0	1	0	0	0
15477	1	1	1	0.5	1	0.5
15478	0	0	0	1	0	1
15479	0	0	0	0	0.5	0.5
15480	0	0	1	0	1	0
15481	1	1	1	1	1	0.5
15483	1	1	1	0.5	1	0.5
15485	0	0	0	0	0	0
15494	0	0	1	0.5	0	0
15498	0	0	0	0	0	0
15505	0	0	0	1	0.5	1
15506	0	0	1	0	1	0.5
15507	0	0	0	1	0.5	1
15509	0	0	1	1	1	0
15524	0	0	0	0	1	0
15525	1	0	1	1	0	0.5
15535	1	0	1	0.5	0.5	0.5
15540	0	0	1	0	1	1
15541	1	1	0	0.5	1	0.5
15542	0	0	0	1	0.5	1
15545	0	0	1	0	0	0
15546	0	0	0	0.5	0.5	1
15553	0	0	0	0	1	1
15563	0	0	1	0	0	0
15569	0	0	0	0.5	0.5	0.5
15570	0	0	1	0	0	1
15577	1	0	1	0.5	0.5	0.5
15581	1	1	0	0	0	0
15582	1	0	1	0.5	1	1
15583	0	0	0	0	0	0
15588	0	0	0	0	0	0
15589	0	0	0	0.5	0.5	1
15591	0	0	0	0.5	0.5	0.5
15595	0	0	0	0	0	0
15596	1	1	1	1	0	1
15603	0	0	1	0.5	0	1
15609	0	0	0	1	0.5	0
15632	0	0	0	0	0.5	1
15633	1	0	1	0.5	1	0.5
15637	0	0	1	0	1	0
15650	1	1	1	0	0.5	1
15652	0	1	1	1	0	1
15653	0	0	0	0	0	0
15665	0	0	1	0.5	1	0
15666	0	1	0	0.5	1	0.5
15675	0	0	1	0	0	0
15678	0	0	1	0	0	0
15679	0	0	0	0	0	0
15682	0	0	1	1	0.5	1
