14603	1	1	0	0.5	0	0
14606	0	0	0	0.5	0.5	0
14610	0	1	0	0.5	0	0
14648	0	0	0	0	0	0
14771	0	0	0	0	0.5	0
14793	0	0	1	1	0	0
14809	0	0	0	0.5	0.5	0
14821	0	0	1	0.5	0	0
14843	1	1	0	0	0	0
14871	0	0	0	0.5	1	0.5
14878	1	1	1	1	0	0
14888	0	0	1	1	0	0
14891	1	0	1	1	0	0
14892	1	1	0	1	0	0
14939	1	0	1	0.5	0	0
14989	1	1	0	0.5	0	0
14995	0	0	0	0	0.5	1
15017	0	1	1	0.5	0	0
15025	1	1	1	1	0	0
15030	0	1	0	0.5	0.5	0.5
15037	0	1	1	1	0	0
15039	0	0	1	1	0	0
15040	0	0	1	0	0	0
15052	0	1	1	1	0	0
15053	0	0	1	0	0	0
15067	1	1	1	0.5	0	0
15095	0	1	1	1	0	0
15115	1	0	1	0.5	0.5	0.5
15121	0	1	1	1	0	0
15186	0	0	1	0	0	0
15199	1	1	0	1	0	0
15214	1	0	1	0.5	0	0.5
15235	0	0	1	1	0.5	0
15267	0	0	0	0	0	0
15269	0	0	1	1	0	0
15291	1	1	0	0.5	0	0
15302	0	0	1	1	0.5	0
15303	1	1	1	1	0	0
15354	0	0	1	1	0	0
15361	1	1	0	1	0	0
15394	1	1	1	1	0	0
15410	0	1	0	1	0	0
15411	0	0	0	1	0	0
