13875	0	0	0	0	1	0
13887	1	1	0	0.5	0	0.5
13888	1	1	0	0	1	0.5
13927	1	1	0	0	0	0
13928	0	0	0	0	0	0
13935	0	1	0	0	0	0
13937	0	0	0	0	0	0
13991	0	1	1	0	0	0
14011	1	1	0	0	0	0
14012	0	0	0	0	0.5	0
14014	1	0	1	0	0.5	0
14015	1	1	0	0	0	0
14018	1	0	1	0.5	0	0
14019	1	0	1	0	0.5	0
14020	1	0	1	0	0.5	0
14021	0	0	0	0	1	0
14022	0	0	1	0	0	0
14025	0	0	1	0	0	0
14027	0	0	1	0	0.5	0
14029	0	0	0	0	0.5	1
14037	0	0	1	0	0	0
14039	1	1	1	0	0	0
14040	1	1	1	0	0	1
14041	0	0	1	0	0	0
14046	0	0	1	0	0	0
14047	0	0	0	0	0	0
14053	1	1	0	0	0.5	0
14054	1	1	0	0	0	0
14055	0	0	0	0	0	0
14056	1	1	0	0	1	0
14057	1	1	1	0	0.5	0
14060	1	0	1	0	0.5	0
14076	0	0	0	0	0	0
14082	1	1	1	0	0	0
14088	0	0	0	0	0	0
14089	1	1	0	0	0.5	0
14091	0	1	1	0	0	0
14092	0	0	0	0	1	0
14109	0	1	0	0	0.5	0
14110	1	1	0	0	0	0
14111	0	1	0	0	0	0
14117	0	0	0	0	0	0
14123	1	1	0	0	0	0
14165	0	0	0	0	0	0
14166	0	0	0	0	0	0
14167	1	0	1	0	0.5	0
14168	0	0	0	0	0.5	0
14169	0	0	1	0.5	1	0
14172	0	0	0	0	1	0
14173	1	1	1	0	0.5	0
14174	1	1	0	0	0	0
14176	0	1	0	0.5	0	0
14195	1	0	1	0	1	0
14196	0	0	1	0	0	0
14197	0	1	1	0.5	0	0
14200	0	0	1	0	0	0
14201	0	0	1	0	0	0
14203	0	0	0	0	0.5	0
14210	0	0	1	0.5	0.5	0
14216	1	0	1	0.5	0.5	0
14217	0	0	0	0	0.5	0
14221	0	0	1	0	0	0
14222	1	0	1	0	0.5	0
14224	1	1	1	0.5	0.5	0
14228	1	1	0	0.5	0.5	0
14231	1	1	0	0	0.5	0
14232	0	1	0	0	0.5	0
14235	1	1	0	0	0.5	0
14238	0	1	0	0	1	0
14257	0	0	0	0	0	0
14264	0	0	1	0	1	0
14265	0	0	0	0	1	0
14267	0	1	0	0	1	0.5
14274	1	1	1	0.5	0.5	0
14277	1	1	0	0	0	0
14279	0	0	0	0.5	0	0
14280	0	0	0	0	0.5	0
14284	1	1	1	0	0.5	0
14285	1	1	0	0	0	0
14286	1	1	1	0	0	0
14291	1	1	0	0	0.5	0
14292	1	0	1	0	0.5	0
14293	1	1	1	0	0.5	0
14294	1	1	1	0	0.5	0
14295	1	1	1	0	0	0
14299	1	0	1	0	0.5	0
14300	1	1	0	0	0.5	0
14301	1	0	1	0.5	0.5	0
14302	1	1	0	0.5	0	0
14305	1	0	1	0	0.5	0
14306	1	0	1	0	0.5	0
14307	1	1	0	0.5	0	0
14308	1	1	1	0	0	0
14309	1	1	0	0.5	0	0
