14303	1	0	1	0	0.5	0
14324	1	1	1	0.5	0.5	0.5
14332	1	1	0	1	0	0
14407	1	1	1	0	0	0
14409	0	0	1	0	0	0
14415	0	0	1	0.5	0.5	0.5
14416	1	1	1	0	0	0
14429	0	0	0	0	1	0
14442	1	0	1	0	0.5	0
14453	0	0	0	0	0.5	0.5
14456	1	1	1	0	0	0
14471	0	0	0	0	0	0
14478	1	1	1	0.5	0	0
14521	1	1	0	0.5	0.5	0
14531	1	1	0	0	0	0
14543	0	0	0	0	0.5	0
14556	0	0	1	0.5	0	0.5
14565	0	0	1	0	0	0
14639	1	0	1	0	0.5	0.5
14642	0	0	0	0	0.5	1
14646	1	1	1	0	0	0
14648	1	0	1	0	0.5	0.5
14649	1	0	1	0	0.5	0.5
14650	1	1	0	0.5	0.5	0.5
14651	0	0	0	0	0.5	0.5
14652	1	0	0	0	0.5	0.5
14653	1	1	1	0.5	0.5	0.5
14654	1	1	1	0.5	0	0.5
14655	1	0	1	0.5	0.5	0.5
14658	1	1	0	0	0	0
14659	1	1	1	0.5	0	1
14660	1	1	1	0.5	0.5	1
14664	1	1	0	0	0.5	0.5
14667	1	1	0	0.5	0.5	1
14669	1	1	1	0	0	0.5
14672	0	0	0	0	1	1
14675	0	0	1	0	0	0
14677	0	0	0	0	0.5	0.5
14679	0	0	1	0	1	0
14680	0	1	0	0.5	0.5	0.5
14681	0	0	1	0	0	0
14683	0	0	0	0	0	0
14684	1	1	0	0	1	0
14688	1	1	0	1	0	1
14690	1	1	1	0.5	0	1
14695	1	1	1	1	0	1
14697	0	0	0	0	0	0
14698	1	1	0	0	0	0
14701	0	1	0	0	0	0
14705	1	0	1	0	1	0.5
14706	0	0	0	0	0	0
14710	0	1	1	0	0	0
14712	1	1	0	0	0.5	0.5
14713	1	1	1	0	0	0
14717	1	1	1	0.5	1	0.5
14719	0	1	1	0	0	0
14722	1	1	0	0.5	0.5	1
14724	0	0	0	0	0	0
14726	0	0	0	0	0	0
14730	1	1	1	0.5	0	0
14731	0	0	1	0	0	0
14736	1	1	0	1	1	1
14737	1	1	0	1	1	1
14738	0	1	1	0	0	0
