15192	1	1	0	0	0	0
15198	1	1	1	0	1	1
15199	0	1	0	0	0	0
15200	1	1	0	0	0	0
15201	1	1	1	0	0	0
15205	0	0	0	0	0	0
15209	1	1	0	0	0	0
15213	1	0	1	0	1	1
15214	1	1	1	0.5	0.5	0
15219	1	1	0	0	0	0
15220	1	1	0	1	0	1
15221	1	1	0	0	0	0
15222	1	1	0	0	0	0
15225	0	0	1	0	0	0
15226	1	1	0	0	0.5	0
15227	1	1	0	1	0.5	1
15228	1	1	0	0	0	0
15231	1	1	0	0	0	0
15232	1	1	0	0	0	0
15234	1	1	0	0	0	0
15235	1	1	0	0.5	0.5	1
15238	0	0	0	0	0	0
15239	1	1	0	0	1	1
15240	1	1	0	0	0	0
15241	1	1	0	0	0	0
15242	1	1	0	0	0.5	0.5
15243	1	1	1	0.5	1	0
15246	0	0	1	0	0	0
15247	1	1	0	0	0	0
15248	1	1	1	0	0	0
15250	1	1	1	0.5	1	1
15252	1	1	0	0	0.5	0.5
15254	1	1	1	0	0	0
15255	1	1	0	0	0	0
15257	1	1	0	0	0	0
15262	1	1	1	0.5	1	0.5
15263	0	1	0	0	0	0
15264	0	0	0	0	0	0
15266	1	1	0	0	0	0
15267	1	1	0	0	0	0
15268	1	1	0	0	0	0
15269	1	1	1	0	0	1
15271	1	1	1	0.5	0.5	0
15273	1	1	1	0.5	1	0.5
15274	1	1	1	0.5	1	0
15275	0	0	1	0	0	0
15282	1	1	1	0	0	1
15285	1	1	0	0.5	0	0
15286	1	1	1	0	0	0
15287	1	1	1	0	1	0
15288	0	0	0	0	0	0
15289	0	0	0	0	0	0
15290	1	1	0	0	0	0
15291	1	1	1	0.5	0	0.5
15295	1	1	0	0	0	0
15296	1	1	0	0	0	0
15297	0	0	0	0	0	0
15298	1	1	0	0.5	0	1
15299	1	1	0	0	0	0
15300	1	1	1	0	0.5	0
15301	1	0	1	0.5	0	0
15302	1	1	1	0	0.5	0
15304	1	0	1	0	0.5	0
15305	1	0	1	0	0.5	0
15306	1	1	1	0.5	0	0
