timestamps	entropy	aspect
15429	3.04452164483708	contemporaneity
14652	0	contemporaneity
14650	3.04452141934631	contemporaneity
14944	1.60943763909218	contemporaneity
14676	2.77258780113747	contemporaneity
15065	2.63905407803398	contemporaneity
15227	0.693146599835772	contemporaneity
15470	1.94590811938304	contemporaneity
14662	1.38629313558157	contemporaneity
14674	0.693146901397306	contemporaneity
15074	2.94443695629467	contemporaneity
14672	1.60943769411244	contemporaneity
14673	3.7135691563809	contemporaneity
14664	3.0445216115325	contemporaneity
15469	0	contemporaneity
15471	2.30258441380638	contemporaneity
15287	2.4849060774699	contemporaneity
14867	3.13549320632976	contemporaneity
15526	1.60943735842711	contemporaneity
15523	0	contemporaneity
15528	0.693147026350444	contemporaneity
15332	2.39789353396399	contemporaneity
14666	2.30258448262185	contemporaneity
15670	2.63905594945811	contemporaneity
14669	2.77258798631299	contemporaneity
14671	0	contemporaneity
14695	2.63905549638669	contemporaneity
14868	2.48490510926434	contemporaneity
14818	1.38629324893924	contemporaneity
14670	2.39789168988029	contemporaneity
14919	2.19722362731643	contemporaneity
14909	1.79175824718255	contemporaneity
14756	3.13549328710596	contemporaneity
14772	1.94590958175292	contemporaneity
14799	3.21887450579596	contemporaneity
15479	1.94590889386766	contemporaneity
15625	0	contemporaneity
15563	0.693146732842443	contemporaneity
14694	2.70804969719253	contemporaneity
14701	2.89036838836292	contemporaneity
15477	1.60943777094073	contemporaneity
15747	3.68886510337228	contemporaneity
15511	3.09103703207179	contemporaneity
15495	2.39788810021995	contemporaneity
15286	2.39789111203854	contemporaneity
15291	2.77258220494337	contemporaneity
16094	2.48490512096107	contemporaneity
14651	1.60943635539055	contemporaneity
15782	0.693145621178643	contemporaneity
14807	0	contemporaneity
14681	2.89036851945474	contemporaneity
14725	2.1972217378717	contemporaneity
14789	2.4848989746065	contemporaneity
14827	1.79175761798018	contemporaneity
15788	1.09861184210741	contemporaneity
15637	0	contemporaneity
14750	2.19722014668317	contemporaneity
14731	2.39789429425136	contemporaneity
15200	2.63905633664197	contemporaneity
14668	0	contemporaneity
14806	1.94590530185789	contemporaneity
14650	2.80706515905634	locality
14651	0	locality
14652	2.96457428267676	locality
14662	1.60795752387304	locality
14664	2.60182198557405	locality
14666	2.60096938100886	locality
14668	0.693147180559945	locality
14669	1.85978865713075	locality
14670	1.38454384307205	locality
14671	0.415979120072264	locality
14672	0.760561494822883	locality
14673	1.50063040184684	locality
14674	2.28380053741405	locality
14676	1.89609300225435	locality
14681	0	locality
14694	1.18961067469222	locality
14695	1.16176531916764	locality
14701	2.09250262824572	locality
14725	1.44177178729803	locality
14731	0	locality
14750	0.213888831494601	locality
14756	0.319896300406599	locality
14772	0.288924508283891	locality
14789	1.41578496457812	locality
14799	0.9192313660767	locality
14806	0	locality
14807	2.58166455607437	locality
14818	2.32275923732779	locality
14827	0.367389529209171	locality
14867	1.04671986754506	locality
14868	0.239573612494658	locality
14909	0.162017348663711	locality
14919	2.14101212882213	locality
14944	1.94591014905531	locality
15065	2.09690968696355	locality
15074	1.86865829983166	locality
15200	0	locality
15227	0.693147180559945	locality
15286	2.65507171402582	locality
15287	1.51294828265836	locality
15291	1.6094379124341	locality
15332	3.66931780594674	locality
15429	3.01809485454986	locality
15469	2.32495094551588	locality
15470	1.04448605739076	locality
15471	2.73931720711353	locality
15477	0.855164529223656	locality
15479	0.133125152156352	locality
15495	0.0337800609111948	locality
15511	0	locality
15523	1.52388266094123	locality
15526	2.19722457733622	locality
15528	2.41823132406605	locality
15563	1.79116622502745	locality
15625	1.09861228866811	locality
15637	0	locality
15670	2.19632514330961	locality
15747	2.16611509397653	locality
15782	2.59626249810132	locality
15788	0	locality
16094	1.94478871913166	locality
14650	2.00272585410528	genre
14651	1.6094379124341	genre
14652	2.07553079039867	genre
14662	2.24297322643815	genre
14664	1.96562098135067	genre
14666	2.19706463154353	genre
14668	1.56071040904141	genre
14669	1.73466879508035	genre
14670	1.52470739303014	genre
14671	1.09861228866811	genre
14672	2.12858356282058	genre
14673	1.44518587894808	genre
14674	2.28187596597081	genre
14676	1.9215610721268	genre
14681	1.09861228866811	genre
14694	1.66172911873637	genre
14695	1.94199892063236	genre
14701	1.88149605372885	genre
14725	1.63204985101776	genre
14731	1.09861228866811	genre
14750	1.73512645696292	genre
14756	1.88973881259107	genre
14772	2.10091815618877	genre
14789	1.82510068907298	genre
14799	1.98204101614469	genre
14806	1.09861228866811	genre
14807	2.23778765985216	genre
14818	1.95623884236858	genre
14827	1.66746193342929	genre
14867	2.18138801631797	genre
14868	2.13770877199664	genre
14909	1.87345173755457	genre
14919	1.96605649616328	genre
14944	1.59051577000684	genre
15065	2.02365203809955	genre
15074	1.52967675187571	genre
15200	0.693147180559945	genre
15227	1.5498260458782	genre
15286	2.6537527040166	genre
15287	2.9287975223306	genre
15291	1.79211491268051	genre
15332	2.86201823905239	genre
15429	3.33968985134193	genre
15469	3.12201849851975	genre
15470	3.06799225983612	genre
15471	2.83791398674548	genre
15477	1.97749904961568	genre
15479	1.721402322014	genre
15495	1.79175946922806	genre
15511	1.38629436111989	genre
15523	2.19230704392742	genre
15526	2.12071011406579	genre
15528	3.07493012149122	genre
15563	2.47635401983067	genre
15625	1.97920451743432	genre
15637	1.09861228866811	genre
15670	2.75810048441211	genre
15747	1.93527266187402	genre
15782	2.81722409732808	genre
15788	1.6094379124341	genre
16094	2.55682716790095	genre
