timestamps	entropy	aspect
15001	2.89036198031053	contemporaneity
15365	2.99572294104395	contemporaneity
14862	2.39788724424791	contemporaneity
14748	1.09861226113474	contemporaneity
15459	2.94443871969502	contemporaneity
14799	1.94590875825056	contemporaneity
15106	3.40119736616125	contemporaneity
15018	0	contemporaneity
15568	1.60943751559709	contemporaneity
15468	2.1972237101681	contemporaneity
14934	2.3978945100703	contemporaneity
14997	1.79175946922806	contemporaneity
15041	3.25809627541922	contemporaneity
15040	3.29583686600433	contemporaneity
15005	3.16394738875638	contemporaneity
14973	2.70804429412671	contemporaneity
15044	3.04452138338942	contemporaneity
14906	2.39789235452535	contemporaneity
14878	2.30258502780363	contemporaneity
14914	2.07942971070238	contemporaneity
14999	3.17805173255234	contemporaneity
15036	0	contemporaneity
14841	2.63904036864227	contemporaneity
15013	0	contemporaneity
14903	1.94590913471845	contemporaneity
14929	2.39788596023357	contemporaneity
14924	0.693145216910733	contemporaneity
15012	2.30257629117168	contemporaneity
14905	0	contemporaneity
14917	0.693147180559945	contemporaneity
14902	0	contemporaneity
15819	0.693131944662753	contemporaneity
15038	1.38627501057554	contemporaneity
15039	0.693147180559945	contemporaneity
14896	1.09861223349303	contemporaneity
14935	0	contemporaneity
14817	1.79175910951635	contemporaneity
15364	1.38629415179358	contemporaneity
14875	1.79175945538611	contemporaneity
14932	1.60943674392795	contemporaneity
15482	1.60943786273288	contemporaneity
14910	1.0986121088227	contemporaneity
14907	1.6094379124341	contemporaneity
15009	1.09860600222212	contemporaneity
16115	1.09860491886381	contemporaneity
14952	1.3862941828646	contemporaneity
15359	0.693133953986049	contemporaneity
15483	0.693146932053181	contemporaneity
15046	1.60943766491151	contemporaneity
15392	0.69314019454012	contemporaneity
14770	0.693146979763362	contemporaneity
15400	1.3862941902626	contemporaneity
15844	0	contemporaneity
15360	2.70803772205085	contemporaneity
14760	2.99572517917093	contemporaneity
15034	0	contemporaneity
14931	0	contemporaneity
15780	2.07944137209813	contemporaneity
15378	2.30256744335365	contemporaneity
16104	1.94588527537933	contemporaneity
15035	3.04452243772342	contemporaneity
14951	0	contemporaneity
15132	1.38629391113191	contemporaneity
15021	1.09860354940064	contemporaneity
15800	2.07944121704078	contemporaneity
15799	1.09861067386772	contemporaneity
15101	1.38629368594597	contemporaneity
15801	2.39789408975765	contemporaneity
15887	1.09861194414634	contemporaneity
15047	1.60943768398548	contemporaneity
15845	1.38629415108449	contemporaneity
15603	0	contemporaneity
15100	0.693146918453039	contemporaneity
15834	1.09860612436114	contemporaneity
15726	1.09861141736397	contemporaneity
15725	0.693147164989489	contemporaneity
14913	0	contemporaneity
16102	1.09860318414184	contemporaneity
15727	0.693146126938599	contemporaneity
15888	1.79175918589833	contemporaneity
15742	2.56494799566158	contemporaneity
15728	3.43398329326936	contemporaneity
16105	2.83320577535845	contemporaneity
15837	1.9458974444511	contemporaneity
15765	1.38629400912637	contemporaneity
15767	2.77258781938843	contemporaneity
16082	2.89036465141026	contemporaneity
15734	1.94590481144946	contemporaneity
15735	1.94589834030944	contemporaneity
15268	3.33220050552273	contemporaneity
15267	3.78418556116812	contemporaneity
15809	2.48490619998916	contemporaneity
15312	2.8332056785596	contemporaneity
15841	3.21886036796592	contemporaneity
15075	2.07944069642831	contemporaneity
15029	0	contemporaneity
15566	2.19720973419557	contemporaneity
14975	2.56494657673995	contemporaneity
15165	2.30258427836119	contemporaneity
15105	2.56494843427295	contemporaneity
14992	1.94590893240368	contemporaneity
15043	2.19722315537322	contemporaneity
15383	3.21887530435456	contemporaneity
15337	2.99573123428611	contemporaneity
15339	1.94590910818471	contemporaneity
15336	2.99573131716696	contemporaneity
15375	2.99573126740285	contemporaneity
15358	3.61091700217745	contemporaneity
15572	2.19722402596266	contemporaneity
15473	2.48490563614983	contemporaneity
15203	3.36727845576124	contemporaneity
15065	3.33220369913538	contemporaneity
15174	3.58351781966836	contemporaneity
14853	3.78418896401674	contemporaneity
15084	3.04452148856587	contemporaneity
15014	3.80666105055074	contemporaneity
14943	3.21887503574612	contemporaneity
14961	3.13549348273903	contemporaneity
14946	3.09104187628199	contemporaneity
15092	3.80666173685239	contemporaneity
15643	3.21887521826705	contemporaneity
16121	3.04452164322672	contemporaneity
15604	3.68887850852481	contemporaneity
15607	3.91202218785872	contemporaneity
16103	2.99572994277587	contemporaneity
16018	1.60943749752779	contemporaneity
15618	2.56494888900914	contemporaneity
15042	3.43398614213641	contemporaneity
15376	1.79175907546135	contemporaneity
15462	3.0910417604912	contemporaneity
16101	2.89036996446802	contemporaneity
15975	2.99573189990522	contemporaneity
15074	1.94590237913108	contemporaneity
15460	2.30258423193842	contemporaneity
15461	3.33220341330261	contemporaneity
15480	2.94443888248214	contemporaneity
15471	3.25809566528926	contemporaneity
15479	2.48490623609945	contemporaneity
15472	2.07944067771746	contemporaneity
15470	2.19722372345844	contemporaneity
16094	3.04452190166008	contemporaneity
16080	2.83321279351984	contemporaneity
16090	2.39789404806301	contemporaneity
15567	3.09104245335832	contemporaneity
16112	2.83320927673711	contemporaneity
15620	3.09103807993799	contemporaneity
15061	2.5649474137648	contemporaneity
15478	1.79175709239004	contemporaneity
15464	1.09860366014818	contemporaneity
15484	0.693138110829812	contemporaneity
15790	3.17805128945362	contemporaneity
15028	1.09861228866811	contemporaneity
15103	1.79175659438776	contemporaneity
15296	0.693147180559945	contemporaneity
14782	1.79175639357959	contemporaneity
15007	2.39789407287296	contemporaneity
14893	0.693147180559945	contemporaneity
14839	1.38629387186345	contemporaneity
14749	1.94590981395156	contemporaneity
16001	0	contemporaneity
14765	0	contemporaneity
15861	1.09861202824476	contemporaneity
15859	2.89037090791753	contemporaneity
14908	2.63905546232804	contemporaneity
14846	1.38629334872689	contemporaneity
15612	1.60943501402296	contemporaneity
15911	2.99573164631745	contemporaneity
15914	2.07943784072293	contemporaneity
15916	2.19722103656785	contemporaneity
15571	3.49650690115907	contemporaneity
15469	3.85014522278723	contemporaneity
15644	3.58351844166293	contemporaneity
15270	2.89036964989461	contemporaneity
15285	2.63905359579917	contemporaneity
15271	2.83321269308277	contemporaneity
15398	3.63758531112514	contemporaneity
15224	3.49650561205135	contemporaneity
15309	3.46573357411573	contemporaneity
14888	3.71356534888479	contemporaneity
15775	4.12713349876746	contemporaneity
15772	3.71357132056351	contemporaneity
15399	2.07944111465031	contemporaneity
15279	3.61091725012517	contemporaneity
15142	4.09434355140661	contemporaneity
15184	3.5263579767666	contemporaneity
15280	2.56494839135396	contemporaneity
15269	3.1354934671767	contemporaneity
15301	2.07944057577321	contemporaneity
15283	2.99572604789552	contemporaneity
15287	3.97027797307677	contemporaneity
15107	3.17805086212616	contemporaneity
15284	3.52635129593086	contemporaneity
15148	2.89036180464534	contemporaneity
15113	3.36729250917753	contemporaneity
14852	0	contemporaneity
15499	2.48490582888679	contemporaneity
15315	2.07944116283991	contemporaneity
15390	2.48488251927555	contemporaneity
15278	1.79175271476053	contemporaneity
15161	1.09860661502045	contemporaneity
14897	2.39789290308992	contemporaneity
15293	2.89037167170127	contemporaneity
14766	3.04452127595234	contemporaneity
16006	2.99573014693999	contemporaneity
15611	1.94590870630671	contemporaneity
15096	3.43398570844576	contemporaneity
15601	2.39788815604194	contemporaneity
16111	3.55534686308447	contemporaneity
15302	3.98897989191762	contemporaneity
15313	3.4965060626945	contemporaneity
15475	3.4965007809038	contemporaneity
15731	3.40118808910694	contemporaneity
15733	3.25809307811162	contemporaneity
15630	3.46572184970195	contemporaneity
15758	3.46573404409932	contemporaneity
15745	3.43398231092114	contemporaneity
15722	2.63903435526058	contemporaneity
15721	3.0445217445994	contemporaneity
15831	1.38629005239565	contemporaneity
15414	1.38629357355936	contemporaneity
15748	2.56494718600226	contemporaneity
15723	1.6094377883104	contemporaneity
15463	2.70804974361882	contemporaneity
15724	0.693147034954884	contemporaneity
15739	0	contemporaneity
15832	1.09861140368939	contemporaneity
15833	1.38629359639966	contemporaneity
15838	0	contemporaneity
15650	0.693144016215359	contemporaneity
15830	1.09860062814725	contemporaneity
15825	1.7917479048994	contemporaneity
15785	0.69314452586452	contemporaneity
15740	2.4849029420437	contemporaneity
15736	1.09860331479275	contemporaneity
15594	2.30258090203522	contemporaneity
15751	1.94590952560047	contemporaneity
15108	2.56494869900744	contemporaneity
15002	1.60942793009022	contemporaneity
15338	2.83321175900432	contemporaneity
15051	3.17804940620572	contemporaneity
14966	2.19722450500507	contemporaneity
15077	2.19722457733622	contemporaneity
15091	2.77258868421407	contemporaneity
15079	1.94589586969495	contemporaneity
15252	2.07944093961805	contemporaneity
16004	0	contemporaneity
16071	3.04451829992553	contemporaneity
15045	1.79174805816034	contemporaneity
15149	2.19720848340446	contemporaneity
14996	1.79175859627908	contemporaneity
14886	2.07943473932713	contemporaneity
