timestamps	entropy	aspect
15849	0	contemporaneity
15308	2.19722393314021	contemporaneity
15482	3.63758217500551	contemporaneity
15794	2.48490576366421	contemporaneity
15572	2.3978937276102	contemporaneity
16002	1.0986076840163	contemporaneity
15132	0	contemporaneity
15581	2.99572826964311	contemporaneity
15895	1.38628707803758	contemporaneity
15296	2.94443517955473	contemporaneity
15470	1.94590991367007	contemporaneity
15498	1.09859561255112	contemporaneity
15499	0	contemporaneity
15898	1.09859691712494	contemporaneity
15516	0	contemporaneity
16058	0	contemporaneity
16000	0.69314714960435	contemporaneity
15999	0.693146130263481	contemporaneity
16038	0	contemporaneity
15964	3.17805217007962	contemporaneity
15995	1.09860994828466	contemporaneity
15785	2.99573149859846	contemporaneity
16030	2.63905662308704	contemporaneity
16046	2.39789173068461	contemporaneity
15976	2.7725880310259	contemporaneity
15893	1.09861215063384	contemporaneity
15973	3.55534692573889	contemporaneity
15911	0	contemporaneity
15191	0	contemporaneity
15439	2.30258381718331	contemporaneity
16043	2.3978944088623	contemporaneity
15385	2.70804917464271	contemporaneity
16057	2.39789424950263	contemporaneity
15905	0.693146869983967	contemporaneity
15716	1.79175919680559	contemporaneity
15073	0	contemporaneity
15037	2.63905487734416	contemporaneity
15996	1.7917588906896	contemporaneity
15597	1.09861073694194	contemporaneity
15679	1.09861206825335	contemporaneity
15324	1.09861221971036	contemporaneity
15394	0.693146485167441	contemporaneity
15330	1.79175847273995	contemporaneity
15397	2.19722425038008	contemporaneity
15573	0.693146779232845	contemporaneity
15536	0	contemporaneity
15901	1.09861171186123	contemporaneity
16056	2.48490407042394	contemporaneity
15825	0	contemporaneity
15379	0.693145481011737	contemporaneity
15449	1.79175820998717	contemporaneity
15464	0	contemporaneity
15912	2.07944049518432	contemporaneity
15161	0.693146776285864	contemporaneity
15483	1.0986119868838	contemporaneity
15045	1.38629253063672	contemporaneity
16018	1.60943681591925	contemporaneity
15861	1.79175742216386	contemporaneity
15152	0	contemporaneity
15605	0	contemporaneity
16041	1.38629241669623	contemporaneity
15114	0	contemporaneity
15099	1.09861119914884	contemporaneity
15490	1.60943278414119	contemporaneity
15136	1.94590838354648	contemporaneity
16049	1.09860936846049	contemporaneity
15402	1.79175859337904	contemporaneity
15985	1.0986089412278	contemporaneity
15403	0	contemporaneity
15592	0	contemporaneity
15715	0.693145625300889	contemporaneity
15378	1.0986101976742	contemporaneity
16091	2.48490327371082	contemporaneity
15332	0.69314516693019	contemporaneity
15883	2.56494510022265	contemporaneity
15924	2.07943931021347	contemporaneity
16047	2.39789306554361	contemporaneity
15214	2.0794404390257	contemporaneity
15875	2.63905582835291	contemporaneity
15407	2.39789167088059	contemporaneity
15416	1.79175774609738	contemporaneity
15889	2.56494815874003	contemporaneity
14647	2.30258362777265	contemporaneity
15017	2.48490388953916	contemporaneity
14683	2.19722313146241	contemporaneity
15207	1.38629222425235	contemporaneity
15219	0	contemporaneity
15894	2.56494292054588	contemporaneity
15600	0	contemporaneity
15422	1.79175600844314	contemporaneity
15401	2.4849048891152	contemporaneity
16003	1.60942721818696	contemporaneity
15583	1.38629188177076	contemporaneity
16042	1.79175444243193	contemporaneity
15138	1.38629237398553	contemporaneity
15107	1.09861062119773	contemporaneity
15070	2.48490449085555	contemporaneity
15860	1.38629325716996	contemporaneity
15155	1.60943594744642	contemporaneity
15993	2.39789198367331	contemporaneity
14678	2.07943749502096	contemporaneity
15021	3.04452029662045	contemporaneity
15160	2.48490569848558	contemporaneity
15842	1.09860533423692	contemporaneity
15104	2.30258285457589	contemporaneity
16077	1.38629264155803	contemporaneity
15971	1.60943277800331	contemporaneity
15331	0.693146978607698	contemporaneity
15994	2.07943975788695	contemporaneity
15380	2.48490173637584	contemporaneity
15567	0	contemporaneity
15685	2.39789301482709	contemporaneity
15364	2.6390525269256	contemporaneity
15426	0	contemporaneity
15863	0	contemporaneity
15208	1.60943691825759	contemporaneity
14648	1.38629206126317	contemporaneity
14650	1.60943642612144	contemporaneity
15392	1.94590814143792	contemporaneity
15285	0.693145631212263	contemporaneity
15156	2.63905172276245	contemporaneity
15520	0	contemporaneity
14645	2.19722361441669	contemporaneity
15167	2.48490048277558	contemporaneity
15035	0.693144702388212	contemporaneity
15431	1.94590879958933	contemporaneity
14656	2.07943807751151	contemporaneity
14657	1.94590675962723	contemporaneity
15102	1.09860890022693	contemporaneity
15892	0.693147103385411	contemporaneity
14653	1.09860943618889	contemporaneity
14660	2.07943625386765	contemporaneity
15502	0	contemporaneity
15559	1.94590635549199	contemporaneity
15913	1.38629243149128	contemporaneity
15027	1.09861055545481	contemporaneity
15975	1.9459058741082	contemporaneity
15406	1.3862923373246	contemporaneity
15400	2.94443554499901	contemporaneity
15418	0	contemporaneity
15286	1.79175555760319	contemporaneity
15427	2.94443483549748	contemporaneity
15148	2.83320882912045	contemporaneity
15568	1.60942933027304	contemporaneity
15267	1.9459070163157	contemporaneity
15154	2.19722245148667	contemporaneity
15128	2.07943945792066	contemporaneity
15171	1.38629385123998	contemporaneity
15303	1.60943271960227	contemporaneity
15944	1.79175556867531	contemporaneity
15162	2.30258381514894	contemporaneity
15764	1.79175783992966	contemporaneity
15703	2.39788747453338	contemporaneity
15478	1.94590898789285	contemporaneity
15133	1.09860765771201	contemporaneity
15135	1.94590837012262	contemporaneity
15491	2.70803994003292	contemporaneity
15578	1.94590673298893	contemporaneity
15591	1.79175667851436	contemporaneity
15929	2.30258299820617	contemporaneity
15919	1.94590639567231	contemporaneity
15982	2.19721855346332	contemporaneity
15353	1.60943185137652	contemporaneity
15791	1.60943702064176	contemporaneity
15869	1.09861159521729	contemporaneity
15930	2.30257774411768	contemporaneity
15891	1.60943473583354	contemporaneity
14642	2.39789130752855	contemporaneity
14993	2.39789064744611	contemporaneity
15096	2.56494705836986	contemporaneity
14949	2.83320881111694	contemporaneity
15826	1.09861201226585	contemporaneity
15997	1.94590818740129	contemporaneity
15297	0	contemporaneity
15108	2.77258730751856	contemporaneity
14759	2.19721982307481	contemporaneity
15217	0	contemporaneity
15260	1.79175266296285	contemporaneity
15404	2.07943963747335	contemporaneity
15055	1.79175791217248	contemporaneity
14988	2.56494615751152	contemporaneity
15051	0	contemporaneity
15429	1.94590777238128	contemporaneity
15047	2.19722195980049	contemporaneity
15033	2.397893894152	contemporaneity
15223	1.94590579191587	contemporaneity
15005	1.38629277460942	contemporaneity
15902	1.79175429213875	contemporaneity
15112	1.94590803476161	contemporaneity
15252	0	contemporaneity
15243	2.39789234967729	contemporaneity
15854	2.63905477722658	contemporaneity
15288	3.04451868910155	contemporaneity
14644	2.19722127959966	contemporaneity
14643	2.3025798735302	contemporaneity
15269	1.79175879692333	contemporaneity
15521	1.60943562263481	contemporaneity
15034	2.07944032420019	contemporaneity
15101	2.70804419595665	contemporaneity
15157	2.07943819426317	contemporaneity
15153	1.60943479809425	contemporaneity
15248	0.693145913762422	contemporaneity
15150	0	contemporaneity
15062	2.30258020391643	contemporaneity
14681	1.38629208597477	contemporaneity
15797	2.56494458171683	contemporaneity
15570	0.693146034776722	contemporaneity
15399	1.94590585283542	contemporaneity
15363	0.693146374391105	contemporaneity
15500	1.79175488007776	contemporaneity
15593	1.09860681102078	contemporaneity
15126	1.60943768388414	contemporaneity
15265	2.89036821713848	contemporaneity
14677	2.30258214732877	contemporaneity
15494	2.48490279691741	contemporaneity
15337	1.60943432806022	contemporaneity
15349	2.30258048223228	contemporaneity
15419	2.30258126606335	contemporaneity
16086	1.38629271537968	contemporaneity
15170	2.30258125832698	contemporaneity
15272	0	contemporaneity
15393	0.693146065603335	contemporaneity
15477	0	contemporaneity
15909	1.60943332676295	contemporaneity
15131	2.07943668881465	contemporaneity
15358	2.89036754659718	contemporaneity
15089	1.94590509998672	contemporaneity
15316	2.30258089023265	contemporaneity
15002	1.38629071883703	contemporaneity
15119	2.7080472370589	contemporaneity
15246	2.56494609511661	contemporaneity
15061	1.09861078140372	contemporaneity
15338	1.79175442096526	contemporaneity
15163	1.38629273285441	contemporaneity
15022	1.79175549599316	contemporaneity
15786	1.9459006270699	contemporaneity
15917	1.38628723909248	contemporaneity
15251	2.89036606594114	contemporaneity
14978	0.693147149619422	contemporaneity
15147	3.36729066088152	contemporaneity
15636	3.25809200269294	contemporaneity
15904	2.94443525771581	contemporaneity
15279	2.94443359975153	contemporaneity
