29970410	0	0	1
6502736	1	0	0
4787424	1	0	0
30633218	1	1	0
5320098	1	0	0
19794221	0	0	0
5637731	0	0	0
48479495	1	0	0
16508166	1	0	1
7748805	1	0	0
46925367	1	0	0
27457147	1	0	0
47182677	0	0	0
39428062	1	0	0
49591778	0	1	0
28447182	1	0	0
16370959	1	1	1
47391657	1	0	0
3478587	0	0	0
6747065	1	0	0
41723933	1	0	0
11998404	1	0	0
2949370	0	1	0
2873889	1	0	0
23638150	1	0	0
15677557	1	1	1
15020189	0	1	1
4938859	0	0	0
14520887	1	0	0
39898792	1	1	1
40563365	0	0	0
3304912	0	1	1
49396730	1	0	0
4526305	1	0	0
23265125	0	0	0
24856261	1	1	1
3423731	0	0	0
20131065	1	0	0
23238082	1	0	0
45307368	1	0	1
29416682	1	1	0
23853724	0	0	1
45845722	1	0	0
42554670	1	1	1
24181301	1	0	0
13725104	1	1	0
40787146	0	0	0
33986489	1	1	1
5485650	0	0	0
3973347	0	0	0
41336915	0	1	1
11600787	1	1	1
39167800	0	0	1
10807443	0	0	0
35364845	1	1	1
23439531	1	0	0
2948640	0	0	0
18566688	1	0	1
3002379	1	1	1
6452020	1	1	1
9321010	0	1	1
49358414	1	1	1
47925288	0	1	1
14525857	1	1	0
16225683	1	0	0
49857491	1	1	1
7416673	0	0	0
6937126	0	0	1
9653222	0	0	0
8270884	1	0	0
19114015	0	1	1
3860200	1	0	0
42964489	0	1	0
4780586	1	0	1
48542096	1	0	1
29029044	1	1	1
10326405	0	0	0
22642943	1	0	1
42684158	1	1	0
7618980	1	0	0
9277425	1	0	0
4848122	0	0	0
30923623	1	1	1
10424950	0	0	0
38083405	0	1	1
7105867	0	0	0
48816258	1	0	0
13608390	1	1	0
26457274	0	1	0
4397563	0	1	1
14932889	1	1	1
38354363	1	0	0
5408101	1	1	1
45431516	1	0	1
10228161	0	0	0
4738898	1	1	1
47509546	1	0	0
34776460	1	0	0
7781890	1	0	1
32309103	1	1	1
26506597	1	1	1
14462062	0	1	1
25614632	1	0	0
49624402	0	0	1
11924005	1	0	0
3239973	0	0	0
2917828	1	1	1
33957191	1	1	1
5613455	0	1	1
14063067	1	1	0
32607864	0	0	0
18767420	0	0	0
48303691	0	1	1
33813069	0	1	1
28053650	1	1	0
6992675	1	1	1
10637132	0	0	1
11025336	1	1	1
47244000	1	0	0
47126893	0	0	0
5781009	1	1	1
20977821	1	1	1
49980381	0	1	1
49501702	0	0	0
45590928	0	1	1
46664723	0	0	0
48631154	1	0	0
19911778	1	1	1
28068339	0	1	1
49828903	0	0	0
39991179	1	0	1
7379290	0	0	1
11867705	1	1	1
46092690	1	1	0
47845561	0	0	0
45920397	1	0	1
34165041	1	1	1
48806678	0	0	0
23340294	0	0	1
48504620	1	0	1
13501473	0	0	0
48941778	1	0	0
4286071	1	0	0
48025999	0	1	1
48519560	0	1	1
47815490	0	0	0
11669844	1	0	0
49219210	1	0	0
48365873	1	0	0
42378133	1	1	1
3768204	0	0	0
49015748	1	0	0
29471745	0	0	1
4378506	0	0	0
7540459	0	0	0
14946162	1	1	1
6462275	0	0	0
8776227	1	1	1
48880616	0	0	0
48588582	1	0	0
33660696	0	1	1
4058623	1	1	1
10931569	0	1	0
45936206	1	1	0
5420878	0	0	0
7752871	0	1	0
8983926	1	0	1
3603292	1	0	1
49276956	0	1	1
41457771	1	1	1
23516230	0	0	0
48515616	1	0	0
21500775	0	0	0
39898200	0	1	1
7213842	1	1	0
48720167	0	1	0
47226139	1	1	1
48580921	1	1	0
38486635	1	0	1
46780449	0	0	1
27774412	0	0	0
39740418	1	0	0
12252169	1	0	0
36600688	1	0	0
10413419	0	0	0
6110270	1	1	1
8282774	1	1	0
48959267	0	1	0
18796034	1	0	0
9454105	1	1	0
3631969	0	0	0
18214535	1	1	1
41626391	1	0	0
16355650	1	0	0
46132114	0	1	1
45126083	1	1	1
28653390	0	1	1
47112697	0	1	1
49088314	1	1	1
48103373	1	1	1
48511047	1	1	0
48399790	1	1	1
2790162	1	1	1
49787338	0	1	1
13821923	0	1	1
11539131	1	1	1
13828470	1	0	0
23790594	1	1	0
46725347	0	0	0
1029562	0	0	0
33677353	1	1	0
3479805	0	0	0
17149350	1	1	0
5460898	1	1	1
35350639	0	1	1
12111678	1	1	1
12074462	0	1	1
9321799	0	1	1
3680223	1	1	1
8316275	1	0	0
32966925	1	1	1
33470762	0	0	0
25127732	0	0	1
12093207	0	1	1
2236709	1	1	0
14770371	1	1	1
7892073	1	0	1
8686821	0	0	1
21910487	0	1	1
4228395	1	0	0
37391811	0	1	1
7687	1	0	0
19192269	0	0	0
37695344	1	0	0
46720654	0	1	1
2318327	0	0	0
37289916	0	1	1
6964986	0	0	1
2271782	1	0	0
48006186	0	0	1
31682076	1	0	0
25611958	0	1	1
32454899	0	1	1
5725577	1	1	1
25370966	0	0	0
48830425	1	0	0
48990987	0	1	1
47529521	0	0	0
35307682	1	0	0
22029337	1	1	1
42909884	0	0	0
42186852	0	0	0
7829682	1	0	0
48948033	0	0	0
6390606	1	1	1
40997171	1	0	0
13071848	1	0	0
33657112	1	0	0
12411299	1	1	1
48825670	1	0	0
40417061	1	0	0
18130464	1	0	1
49028028	0	0	0
49807596	1	1	1
5277976	1	0	0
21634010	0	0	0
26514448	1	1	1
5751246	0	0	0
47590878	1	0	0
35989386	1	0	0
36057148	0	0	0
37172442	1	1	1
