ShiftBand	Entropy	ILDPD
0.1	0.116666666666667	0.0166669061160596
0.231638530260373	0.31355368392422	0.310733198038481
0.390387307061983	0.310964438080518	0.272935354415303
0.255376678641549	0.225812227506839	0.139775907681181
0.287968552733786	0.417904061573126	0.172175204456826
0.370265380653755	0.231060389756426	0.168560019402071
0.393517794627917	0.342592167539925	0.374999348105959
0.286789217491231	0.347775779471601	0.320510519736245
0.37974664960824	0.394509617886459	0.172999683703688
0.228569418431798	0.157145723344547	0.114285743838326
0.344153073093592	0.272726015490822	0.0519464699648853
0.122436418583791	0.0544220888909789	0.0340141381729629
0.324200848564149	0.417840677067998	0.232876912991331
0.300407630547401	0.238692155249511	0.205766568720931
0.0605903644875417	0.189393817154436	0.0833364422956285
0.308639779824438	0.345675893513042	0.246919566066476
0.422214825975463	0.325395564568907	0.199999662688193
0.34829416080525	0.264953614198639	0.0982949870274805
0.327237507229257	0.319169286049755	0.313008011846628
0.280303435494687	0.356058347423262	0.159092255536151
0.342976716260519	0.278240508504981	0.157025580096196
0.311986097023796	0.275851691495545	0.153532939451391
0.392022265192665	0.399063455163616	0.201877432353537
0.388888888888889	0.166666694091895	0.222222222222222
0.257824205914961	0.433956328911474	0.0943403792212319
0.287924320669438	0.190908407234878	0.257577076123717
0.195034920425201	0.276596040673874	0.138298355773207
0.506659494959359	0.269993431347975	0.169996532734099
0.2453699326658	0.270831642076749	0.233796309526791
0.365596304562756	0.362912716175203	0.303769518179929
0.500001843205919	0.277778010732839	0.259260028686085
0.365394369800914	0.448713189428408	0.14768840790501
0.324481647640694	0.31860245129424	0.32250837266165
0.151712929051783	0.205134386927175	0.186010826885572
0.271614023701864	0.413579420039836	0.25514351248346
0.40310264341782	0.294580011433732	0.31589622524874
0.305550690660006	0.337609030661027	0.145341970876478
0.306923785970163	0.391532232813047	0.193120340908745
0.205496008808431	0.288887773322936	0.155552354901519
0.338230102308285	0.351306075104105	0.236934002549893
0.222222222222222	0.111111111111111	0.201388888888889
0.171933272431752	0.246033569416228	0.0608470795389265
0.392698771525406	0.367578811711675	0.276255687181857
0.319822505898042	0.310792033312184	0.240205825394226
0.35841535310528	0.241933068211269	0.222221756716913
0.354166666666666	0.270833333333333	0.197916666666667
0.281617106753959	0.337159215312438	0.159016014189544
0.325270399643923	0.287633769309057	0.110216113445111
0.32304785247568	0.440347408042646	0.195472171880151
0.244736279515975	0.274261514471296	0.248943380070121
0.136362163415741	0.253774785387969	0.053035664776922
0.353226090114235	0.499980514255964	0.221396520859582
0.103172582748518	0.299602213008407	0.206349792483542
0.286821144461924	0.403100606872147	0.267440298872833
0.391026062574406	0.31410300035095	0.320516489952612
0.249973554412788	0.393678288454759	0.152286260486881
0.342853619053281	0.195237717574377	0.119135793269549
0.0595238889168613	0.273811673627862	0.0595257852179579
0.44291661179043	0.376709346401997	0.235195919166593
0.385936007936908	0.447356988730838	0.223683652207127
0.415301299905202	0.336077538147831	0.153007242495863
0.339262068390529	0.299257231183397	0.346667795938803
0.199630468378555	0.216112374863984	0.0915712697409164
0.150643433634203	0.131414090898213	0.0288483563486244
0.348105767803351	0.274260320616087	0.291137917387482
0.246212336597088	0.352273652289989	0.181819239324837
0.269851310009906	0.328038377850161	0.208993932355413
0.223076583517532	0.217944588486887	0.161542082745753
0.331080115816772	0.371450055351248	0.189089515921624
0.309516085871931	0.305760848271101	0.251877270732744
0.432539757861886	0.285715297746354	0.404758940522882
0.278785873745503	0.284845204621734	0.278788197515121
0.255554432586265	0.377766565979322	0.444444197277733
0.366354652608131	0.331760594700082	0.188679751614294
0.352201318702663	0.135220671393428	0.169810238286762
0.407408488807686	0.314814663143062	0.166664472459796
0.317609983630865	0.289304856140602	0.201259477472292
0.166666666666678	0.1	0.166666666666676
0.302396535493636	0.370625884302745	0.129391281278111
0.219821399269355	0.263067980134276	0.207206854646164
0.205884111711379	0.1372502001992	0.235294707029631
0.355558510372063	0.34075093199866	0.248129332607912
0.347224701621263	0.313492387522024	0.226191090575544
0.274841391337002	0.319152201973358	0.191489276160922
0.413647724381783	0.289156032044742	0.323303565047366
0.416670750531855	0.288459138397613	0.237177191614158
0.425928302353823	0.417989929256013	0.341262375505883
0.384057498071382	0.355073384710501	0.359900495998135
0.44043458831043	0.323793097361625	0.192857903538154
0.312490319265937	0.193930439889931	0.0769120437445815
0.261886979387832	0.264209552388874	0.126761793343993
0.275679209209774	0.419285856213484	0.248427890630314
0.289981295646096	0.303662534904806	0.299087132504824
0.359076367163677	0.368563037948739	0.32655834088326
0.0195983253662367	0	0
0.475305194730705	0.351845854598929	0.279327855976182
0.120154795633805	0.155041031524295	0.077521174129106
0.246377328721074	0.268119830910895	0.0942038304436137
0.236109179525258	0.255946956072739	0.18649738238947
0.351852499203402	0.351851479025255	0.129629633255179
0.331055894885539	0.337901619506336	0.271690808773633
0.254900859190302	0.362736947528424	0.173203167420086
0.284566507531048	0.285725257921722	0.276421733294973
0.311352310611526	0.316851637145945	0.166663701572328
0.239129690673051	0.391317428503142	0.207727874736462
0.248364367594981	0.179751363077667	0.25163490829157
0.27777837319112	0.190493987846666	0.154761362504344
0.298611111111111	0.381944444444444	0.180555573839041
0.35747607532102	0.357462980481349	0.228062546113482
0.185605103343994	0.268940177941793	0.268937763065321
0.189043763631671	0.179187197300039	0.154239983877041
0.333326207783045	0.3461503483088	0.410263152708718
